CAS number	chemical name	name IUPAC	merck index ref	literature ref	patent date	Launched date	FDA approved	code ATC	solubility	Additional info type	Additional info detail	blood brain barrier	administration	absorption tissue	protein binding	metabolism tissue	metabolism metabolite	daily dose	side effect name	target type	target name	therapeutic class name	therapeutic effect name	Structure [idcode]	Synonyms	T max	protein binding rate	bioavailability	half life time	absorption rate	distribution volume	Smiles	
143388-64-1	Naratriptan HCl						Yes				Naratriptan (Amerge) is a triptan agent that is used for the treatment of migraine headaches.										5-HT Receptor	Neurological Disease		faspa@B^Zc@Hb@Q`TdJrbRfTLRVM[pZmVj`@ijjb`@@ !BHaH}tErwtErww]C]murww[]\Og~wO[_]Og|_jaETv_E`M}FIMcE@LT@IMcE`@	Amerge, Naramig							CNS(CCc(cc1)cc2c1[nH]cc2C1CCN(C)CC1)(=O)=O.Cl	
943319-70-8	Ponatinib (AP24534)						Yes				AP24534 is a novel, potent multi-target inhibitor of Abl, PDGFR??, VEGFR2, FGFR1 and Src with IC50 of 0.37 nM, 1.1 nM, 1.5 nM, 2.2 nM and 5.4 nM, respectively.										Bcr-Abl, VEGFR, FGFR, PDGFR, Flt	Cancer		en]VHL@MCBoh\T`IABPpdLbdLTRRtRRbLRVfRtTRVdTbJfvQqiYj`HJjihHHzfihaP@@ !BOK^pOCrwmwv~_{\|m{vpo[^}msr~_{\|lGvw_[]}og~~_{\|og~wo[^}lKv~_{yog~w[C}mwv~_{^}T[OdfR{w~dknrT_IQ_zP	N/A							Cc(ccc(C(Nc1cc(C(F)(F)F)c(CN2CCN(C)CC2)cc1)=O)c1)c1C#Cc1cnc2n1nccc2	
146464-95-1	Pralatrexate(Folotyn)						Yes				Pralatrexate(Folotyn) is an antifolate, and structurally a folate analog. Its IC50 is < 300 nM in some cell lines.										DHFR	Metabolic Disease		elZ^J@@DAmgo`TPMCHdlbbTTRTRjTTJRfRfTQT\vN~aZ`hFbfjl@@H`DBDD`@ !BbCvH@cx_O`CgOX`}ypJH@cx_OagOSx@O`BHOX`BOa|~@H`}ysvHO^_|Oag@n\}bCt~Gsx_bCwgOSx_OagN\}Oa|	Folotyn							C#CC[C@H](Cc1nc2c(N)nc(N)nc2nc1)c(cc1)ccc1C(N[C@@H](CCC(O)=O)C(O)=O)=O	
128794-94-5	Mycophenolate mofetil (CellCept)						Yes				Mycophenolate mofetil is a inhibitor of inosine monophosphate dehydrogenase and a immunosuppressant.										Others	Immunology		eohXN@@I`DNKJfgdfVyyW^]mVUHXdTn^Z``JjZijjjb@`|` !BIR|lQr|eXt^WKy_o`BWoY^}oe~WKy_e{vWoY_|erWo[x@erWo[y_erWoY_|e{vW@ky_e{vWo[y_	CellCept, RS 61443, TM-MMF							C/C(/CCC(OCCN1CCOCC1)=O)=C\Cc(c(O)c(c(CO1)c2C)C1=O)c2OC	
15686-71-2	Cephalexin (Cefalexin)						Yes				Cefalexin is a cephalosporin antibiotic.										Others	Infection		fakpR@LBcjso@BLdTRbRRttltRQNTXwmUUTsMP@RXaBPJ@@ !BvbBdrrCZnR@`vjSKnRCg@jSKHMk|bN\}iLoZHCx_ysgOSx@ypJH@cx@O`BH@`	Cefalexin, Alcephin, Cefablan, keflex,Cefadin, Tepaxin							CC(CS[C@@H]1[C@@H]2NC([C@@H](c3ccccc3)N)=O)=C(C(O)=O)N1C2=O	
171596-29-5	Tadalafil (Cialis)						Yes				Tadalafil (Cialis) is a PDE inhibitor.										PDE	Cardiovascular Disease		ekd\B@@DFH`MAcdfYgUgeeuoVAEKHdjinemcfjjijB@@`jXICARH@ !BbCt~Gxc|bCwgOX`}O`BHHc|bOrHOX`}O`AFpCx_bOrDUHCvHqbHOX`}Dm@RtDZobOpcFHBQaGL	IC 351							CN(CC(N([C@@H]1Cc2c3[nH]c4c2cccc4)[C@@H]3c(cc2)cc3c2OCO3)=O)C1=O	
7681-93-8	Natamycin (Pimaricin)						Yes				Natamycin (Pimaricin) is a naturally occurring antifungal agent.										Others	Infection		eoTxK@@KPDEHfnod\RVYW\bbRbVbrRTVRdRrTRQTQbTTrTtvn^AUuZfjijZijjZjfjjjjipbBSQ^HiKKZWPFTkfBqUZj`btoHjv` !B|Ct~Oxa|ewpOSxUxJH_O@}bGspOXa|bGspO_@}bGp~Oxa||CwpOXa|Oc~@Ha||CwpO_@}bGrH_CxbGspO_@}Oc|~Oxa|euW`cxewpOY_}Oc}W`cxet	Pimaricin, Natacyn							C[C@H]([C@H]([C@@H]([C@@H]1O)N)O)O[C@H]1O[C@H](C[C@@H]([C@@H]([C@H](C1)O)C(O)=O)O[C@@]1(C[C@H](C[C@H]1O[C@@H]1/C=C1)O)O)/C=C/C=C/C=C/C=C/C[C@@H](C)OC1=O	
402957-28-2	Telaprevir (VX-950)						Yes				Telaprevir (VX-950) is an HCV NS3-4A serine protease inhibitor with IC50 of 0.35 ??M.										HCV Protease	Infection		ehz~F@@DJECNhSPMF`Q]\bbTTRTTQRtVbdLlRbVVfbtVtT|Rj^~qi}CZ`hFhjjZjjfjjZZjJi`aAKYOKzDh@ !BQn}`iQnKaMQF{||ZXJTYhAnKFxnDuD[oaMSOFl|ZXJTYhAf`aMQF{||ZFZA`i\CFQn}oVQblJb~~PAac@GxW`h`B@GxXX{y@Jb~HA\BbCv~PKy@EpJH@a\BodC|rCwH	N/A							CCC[C@@H](C(C(NC1CC1)=O)=O)NC([C@H]([C@@H](CCC1)[C@@H]1C1)N1C([C@H](C(C)(C)C)NC([C@H](C1CCCCC1)NC(c1nccnc1)=O)=O)=O)=O	
361442-04-8	Saxagliptin (BMS-477118,Onglyza)						Yes				Saxagliptin (BMS-477118, Onglyza) is a selective and reversible DPP4 inhibitor with IC50 of 26 nM.										DPP-4	Infection		fn{p`@DL|CNQQQQQSRJiZQRTkTRijekUUUU]UUUQLPbheH@ !BOac|devROi`@OczXO_T}d`JROic|dcxXps{jRuvROYH}dctRci`]\^jKzhl	N/A							N[C@@H](C(CC(C1)C2)(CC1C1)CC12O)C(N([C@@H](C1)[C@@H]1C1)[C@@H]1C#N)=O	
144060-53-7	Febuxostat (Uloric)						Yes				Febuxostat is a non-purine selective xanthine oxidase inhibitor with IC50 of 114 -210 nM.										Others	Inflammation		ff}Qb@LAUjH@cIEEMDheYedibeoTsALD]UP@@ !BTXC@z]BRepK|bIKwo`BWoX@N`EEcQy\BepJ~@I^}o`BW@i^}epJWo[x@	Adenuric							CC(C)COc(ccc(-c1nc(C)c(C(O)=O)s1)c1)c1C#N	
152520-56-4	Nebivolol (Bystolic)						Yes				Nebivolol (Bystolic) is a ??1 receptor blocker with an IC50 of 4.5 ??M.										Adrenergic Receptor	Cardiovascular Disease		eg`XBL@OIKDb`HbBPndDEe[W[UnUm]caSSh[Xz@Bjjjjj@BJBMHYHed`@ !ByHZWI^}_dBW@i\B_dBWoY\BepJWoY_|O`BWoY_|e{vWCx@e{vW@gy_e{vWoWy_epJWoY^}epJWoP	R-67145							O[C@@H](CNC[C@@H]([C@H](CC1)Oc(cc2)c1cc2F)O)[C@@H](CC1)Oc(cc2)c1cc2F.Cl	
74150-27-9	Pimobendan (Vetmedin)						Yes				Pimobendan (Vetmedin) is a Ca(2+) sensitizer with an IC50 of 26 ??M and a selective phosphodiesterase III inhibitor with an IC50 of <1 ??M.										PDE	Cardiovascular Disease		figH`@DDlDGTfUWe[We]hpsoAjujf`BJ`@jDaP`@ !BH`@okvHHc|bKvHoXc|b@B~oXc|bOrHpLZ}b@z@UHRHKx@bKvHHc|bKvH@hb}	Acardi, pimobendane							CC(C1)C(c(cc2)cc3c2nc(-c(cc2)ccc2OC)[nH]3)=NNC1=O	
19171-19-8	Pomalidomide						Yes				Pomalidomide inhibits LPS-induced TNF-?? release with IC50 of 13 nM.										TNF-alpha, COX	Cancer		fbmpP@DTbCfkYEDhhiXilhfBLyNVjfifBBBFB@@ !BI^}epB~I\Bb@JWoY\@ohwP`@{oqhQTUIoFpKx@bOrWHc|o`@	CC-4047							Nc1cccc(C(N2C(CCC(N3)=O)C3=O)=O)c1C2=O	
118292-40-3	Tazarotene (Avage)						Yes				Tazarotene is a prescription topical retinoid sold as a cream or gel.										Others	Inflammation		fi{`b@OUZ@HrQQJKJXiQIYSJgARSf`bBk`@fj@@@ !Boe~H@hb}e{vHo[y_b@J~Wy\}@K{|e{y_oe~~Wy^}bKv~W{y_bKv~Wy^}bKvH@hb}	Tazorac, Avage, Zora							CCOC(c(cc1)cnc1C#Cc(cc1)cc2c1SCCC2(C)C)=O	
503612-47-3	Apixaban						Yes				Apixaban is a highly selective, reversible inhibitor of Factor Xa with Ki of 0.08 nM and 0.17 nM in human and rabbit, respectively.										Factor Xa	Cardiovascular Disease		edVZB@@DFMNa`FcklbbbbbTRQbVRbUbTRwBfegfUTwtKURET@PCQTuTa@@@ !BByooqfhoIV@Kf}BMByooqeRDZb}Qgxc|@i\eXBU`o`BHoXwwUHRH@h`BKD^_TRU`bKuTaNFbOs@zRU`IVBHo^F	N/A							COc(cc1)ccc1-n1nc(C(N)=O)c(CCN2c(cc3)ccc3N(CCCC3)C3=O)c1C2=O	
62893-19-0	Cefoperazone (Cefobid)						Yes				Cefoperazone is a cephalosporin antibiotic for inhibition of rMrp2-mediated [3H]E217??G uptake with IC50 of 199 ??M.										Others	Infection		ecPyAD@LALjfemgi]GO@kb^QP@bpHrQQJIIIJZJqQJIQQIqZIZUD\TLK[@xlruUUSSMTtESAPuMTiXPPbQH@ !BvbBdrrCZnR@`vjSKnRCg@jSKHMhBbN\}HMjdr}h`OagJSKyst~@@eoPA[g@n\Bb@Ip[TIWPg@~@N\}O`@~@N_|Oa~HCx@yswgOSx@ypH~G~\}ypH	N/A							CCN(CCN(C(N[C@@H](C(N[C@@H]([C@H]1SCC(CSc2nnnn2C)=C(C(O)=O)N11)C1=O)=O)c(cc1)ccc1O)=O)C1=O)C1=O	
1744-22-5	Riluzole (Rilutek)						Yes				Riluzole (Rilutek) is a drug used to treat amyotrophic lateral sclerosis.										Sodium Channel	Neurological Disease		foAQ@`LDT@HMHVdGRFRJJEIYRXhJUL@EUP@@ !BTv]@IPqg_{z~_{@|lKvp_[@|lCrp__vwlKt|l@	PK-26124, RP-54274, Rilutek							Nc1nc(ccc(OC(F)(F)F)c2)c2s1	
635728-49-3	Darunavir Ethanolate (Prezista)						Yes				Darunavir Ethanolate (Prezista) is an HIV protease inhibitor.										HIV Protease	Infection		ei]\AH@LDbhDKNalRVP@cIICEDdeEDXTmELdhmEdJcHk`X\RZUj`hJhji``hjj`jbRarcXazbF`@ !BiJSKiHc]y}vH@cx_Oag@hc]bMwgO^_]r|nHHc|OagHc]wXcgwXc|vb@~@Hc]rzP`vh`BvbCZHFBjHq``vcx@XLTlFFBjKA`gh`BbCt	Prezista, TMC114							CCO.CC(C)CN(C[C@@H]([C@@H](Cc1ccccc1)NC(O[C@H]1[C@@H](CCO2)[C@@H]2OC1)=O)O)S(c(cc1)ccc1N)(=O)=O	
76-25-5	Triamcinolone Acetonide						Yes				Triamcinolone Acetonide is a more potent type of triamcinolone, being about 8 times as effective as prednisone.										Others	Inflammation		eolPFH@AJfaeg`ICHiEHhhhblXdiliieOMKGHdbaijjjjYjjZijjjD`RBpaBTgdRaR@@ !BO`BHOSx@yst~Gx`BO`BHN_|ypH~Gx`}ysvHO^\}S|VH@d~jO`@cFHc]Hq`~@D~jS|VdiMvHwX`_Ocx@	Azmacort							CC(C)(O[C@@H]1C[C@@H]([C@H](CCC([C@]2(C)C=C3)=CC3=O)[C@@]22F)[C@]3(C)C[C@@H]2O)O[C@@]13C(CO)=O	
161814-49-9	Amprenavir (Agenerase)						Yes				Amprenavir is an human immunodeficiency virus (HIV) protease inhibitor with IC50 of 14.6 ??? 12.5 ng/ml for wild-type HIV isolate										HIV Protease	Infection		elZ\FH@LDbhDKNahP@cIICEDdeEDXTmELdhlcHk`XTUj`hJhji``hhKBRNSY@@ !B@h`@On\BOagOSx@bCwgO^_|bOp~Gsx_O`CgOX`}O`CgOSx_yp~G~\}O`CgCx_yrHN\}O`@~@IGomqJHJ}i\~l	Agenerase							CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(O[C@@H]1COCC1)=O)O)S(c(cc1)ccc1N)(=O)=O	
58-61-7	Adenosine (Adenocard)						Yes				Adenosine is a nucleoside composed of a molecule of adenine attached to a ribose sugar molecule (ribofuranose) moiety via a ??-N9-glycosidic bond.										Others	Cardiovascular Disease		fluhP@LF]EHIJudbbbbRTUVQJV\FMUUU@`UAHQDIJH@ !BUElOcP@NoU\NWu_|@aTVyHOVpmWoRU`PAePdePDU@Q@FT@Y	Adenocard							Nc1c2ncn([C@@H]([C@@H]3O)O[C@H](CO)[C@H]3O)c2ncn1	
139264-17-8	Zolmitriptan (Zomig)						Yes				Zolmitriptan (Zomig) is a selective serotonin receptor agonist.										Others	Neurological Disease		fj}p`@LNRAFQQKIQISJEJDihsoMUP@TuUEBb@@ !BtIKFpHb}`@zDULCiZb@zPn[Zb}jKpn[tHw|euF_b@JHoX`Bo`BHoP	Zomig, Zomigon, AscoTopand, Zomigoro							CN(C)CCc1c[nH]c2c1cc(C[C@@H](CO1)NC1=O)cc2	
3424-98-4	Telbivudine (Sebivo, Tyzeka)						Yes				Telbivudine (Tyzeka, Sebivo) is an antiviral drug used in the treatment of hepatitis B infection.										Others	Infection		fhiQP@DX@IW`yEEDeDdbdsakMUMMUUXiCJr@@ !BDe@cF@CvDe@_dQIP@OYsACtW@OXRTG\M[xXWAmsEst	N/A							CC(C(N1)=O)=CN([C@H](C2)O[C@@H](CO)[C@@H]2O)C1=O	
22254-24-6	Ipratropium bromide						Yes				Ipratropium bromide is a muscarinic antagonist, bronchodilator, N-Isopropyl salt of atropine.										Others	Respiratory Disease		fikabBHppXFHChs`RbTTTRRVbVechaJgKUUATEQUQXhkQr@bDR@ !BjK^m|qMptwLHlLbwk]VLEHkwiCCS\MMCMHTwlLbprK^_psUTdSCSR}bLN[CS]zP	Atrovent, Apovent, Aerovent							CC(C)[NH+](C)([C@H](CC1)C2)[C@@H]1C[C@H]2OC(C(CO)c1ccccc1)=O.[Br-]	
5593-20-4	Betamethasone Dipropionate (Diprolene)						Yes				Betamethasone Dipropionate is a glucocorticoid steroid with anti-inflammatory and immunosuppressive abilities.										Others	Inflammation		eb^PNH@AJfecghPICHiEHhhhblXdiliilmLiyiXyDdUUUUSMUSULuSUTI@dEaBDiOHeBh@@ !Bw`BHW]x@iuw^[x`Bw`BHJ_|ipK^[xa]iuvHWZ_]CtVH@`|jw`ACFHa]iqZHF^[}zdiHndWZ^KiH|y[}xKYEj`csdKY@	Diprospan, Diprolene, Diprosone, Diprolene AF							CCC(OCC([C@@]([C@@H](C)C1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CCC([C@]1(C)C=C3)=CC3=O)[C@@]12F)OC(CC)=O)=O)=O	
2152-44-5	Betamethasone valerate (Betnovate)						Yes				Betamethasone Valerate is a moderately potent glucocorticoid steroid with anti-inflammatory and immunosuppressive properties.										Others	Inflammation		edZPFH@AJfecg`ICHiEHhhhblXdiliimdiyiXyDdUUUUSMUSULuUUBPIAXPaJSrIPj@@ !Bw`BHW]x@iuw^[xc|w`BHJ_|is^[xa]iuvHWZ_]CtVH@|jw`ACFHa]iqZHF^[}zdiHndWZ^KiH|y[}zKiF^	Betnovate, Celestone, Betaderm, Luxiq							CCCCC(O[C@]([C@@H](C)C1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CCC([C@]1(C)C=C3)=CC3=O)[C@@]12F)C(CO)=O)=O	
107724-20-9	Eplerenone						Yes				Eplerenone (Inspra) is an aldosterone antagonist with an IC50 of 0.36 ??M.										Others	Cardiovascular Disease		eglPF@@@MHdiklbbRfbTfrTTJbtJUCBafe`VSPvqsSUUUTuUUTuUBLHQJHrVKrYIi@@ !Birgw]x@irg@mx@i}vgMx@ipJgJ]]w`BgWZ_|ipK^[z_|w`@OQZ]]Crk^@DLXJfAowgllQVC^@@	Inspra							C[C@]1([C@@H](CC2)[C@H]([C@@H](CC([C@]3(C)CC4)=CC4=O)C(OC)=O)[C@@]33O[C@@H]3C1)[C@@]2(CC1)OC1=O	
201530-41-8	Deferasirox (Exjade)						Yes				Deferasirox(Exjade) is a rationally-designed oral iron chelator.										Others	Endocrinology		fcpP@IJlAA^yEMDeeDhmEEDhl^BMYjy{Z@BiZ@HH@H@@@ !BN\@OmwgN\_OmwgO^\_OmwgGz{ZKuTOIwvPe\~yEf|x}LndnR[dqAUDEWZhB~yK{dx}Kdo	Exjade, ICL-670, ICL-670A, CGP-72670							OC(c(cc1)ccc1-n1nc(-c(cccc2)c2O)nc1-c(cccc1)c1O)=O	
142340-99-6	Adefovir Dipivoxil (Preveon, Hepsera)						Yes				Adefovir Dipivoxil (Preveon, Hepsera) works by blocking reverse transcriptase, an enzyme that is crucial for the hepatitis B virus (HBV) to reproduce in the body.										Others	Infection		ed\ZAH@Dmk`XXDLNAIG@`O@hbHqDQDQDRDaLbLbD`XQDqCko`VjjjifjjjA@h@@@ !Boe~Wo[x@bKvW@i\Bb@JWo[x@bKvW@i_|b@JWo[x@e{v~@Hb}@Kz~@E~~W{z~@@B~tIHNgvi`UIo@z\CFpLYTfuR[	Bis-POM PMEA, Preveon, Hepsera							CC(C)(C)C(OCOP(COCCn1c2ncnc(N)c2nc1)(OCOC(C(C)(C)C)=O)=O)=O	
144598-75-4	Paliperidone (Invega)						Yes				Paliperidone (Invega) is an atypical antipsychotic.										Others	Neurological Disease		eolRLH@AOFnfJk`ICHhdieeDedeEEMBeJNAIGONicgh@bjjjiZjjaf`vH@@ !BpDZjXESkpD[@QorHUNo@Z]@RbCvHCx_bCvHOSx_bCvHH`}bOp~Gsx@bCvHO^\}Oa~HH`}bCt~Gxc|	Invega, INVEGA Sustenna, 9-hydroxyrisperidone							CC(N=C1N2CCCC1O)=C(CCN(CC1)CCC1c1noc3c1ccc(F)c3)C2=O	
122795-43-1	Gadodiamide (Omniscan)						Yes				Gadodiamide (Omniscan) is a gadolinium-based contrast agent used in MR imaging procedures to assist in the visualization of blood vessels.										Others	Cancer		fogiJAJZLT|LJSfZ}o@A@wGYy_XDieDeEeLeDXdhiPuUSUUMUSM@@@ !B^rHwXc|Oa~HwXc|Oa~HO^_]Oa~HCx_bMvHw^_]bGsg_Cx@bMwgwSx_ywrHw^_]Oa~HCx_ysgw[xI	Omniscan							CNC(CN(CCN(CCN(CC(NC)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O)=O.O.[Gd+3]	
147526-32-7	Pitavastatin calcium (Livalo)						Yes				Pitavastatin calcium (Livalo) is a novel member of the medication class of statins.										Others	Cardiovascular Disease		goqE@HpXOChYl^_Nrz|~@EDBPAR@A_gOnpIQIYQQQQI[QVYSJ@jIKJJJJIKZJsJYQapl^HaRhtiLcShMfKUh@H@HBRjjih@H@HBRjji`HBH]BEaCXb\P`bOi@ !Bq@C^]wmmFFw^]}ywFFw^]qam^vw^]q`Bwg^wNGmmFFtX[[][MpdX@bWgMpdey|qKMpgCIC\IRoCCIC\IRoCD[myw^vtX[]ywwg\X[]ywFFu{[]ywF@K^]{\x^vtX[QammulwBQ`BI^\wBRWgsDlwB\LdMpeJ|LLdMpeJ|@	Livalo							[O-]C(C[C@@H](C[C@@H](/C=C\c1c(-c(cc2)ccc2F)c2ccccc2nc1C1CC1)O)O)=O.[O-]C(C[C@@H](C[C@@H](/C=C\c1c(-c(cc2)ccc2F)c2ccccc2nc1C1CC1)O)O)=O.[Ca+2]	
117467-28-4	Cefditoren pivoxil						Yes				Cefditoren pivoxil is used to treat uncomplicated skin and skin structure infections, etc.										5-alpha Reductase	Infection		eiSVNL@LABekj]GO@ailP@ahHQBLdTRbRRRfbvbbRbTRRlqdHxhXNnaQjjjfVZffijifjiYBBDQ@qrP !BbOsgCx@@Cx~@N_|@CydR~_|O`AdYHc|ysvHN_|O`BHwSx_y}t~Gxc|bMwk\~_|y}wPC_Z@ZZ|Rmz}Fy}wg@eRDpDX~G~_|`IGgwSx@yp	Spectracef , Meiact							CC(C)(C)C(OCOC(C(N([C@@H]([C@@H]1NC(/C(/c2csc(N)n2)=N\OC)=O)SC2)C1=O)=C2/C=C\c1c(C)ncs1)=O)=O	
79-57-2	Oxytetracycline (Terramycin)						Yes				Oxytetracycline (Terramycin) was the second of the broad-spectrum tetracycline group of antibiotics to be discovered.										NULL	Infection		ehRTI@@C@`FIMKLfmklbbbdTTtVlRbb\TTUDT|RFV~AZZjfZfjjBhBhXp`bTWbRPt@@ !BOa~HO^\}Oa~HCx@yp~Gxc]yst~@Hc]O`CgO^\}OagCx_OagwXc]O`CgO^\}yp~G|oKvb|~@N\}yst~Gp	Terramycin, Liquamycin							C[C@]([C@H]1[C@@H]([C@@H]([C@@H](C(O)=C(C(N)=O)C2=O)N(C)C)[C@@]22O)O)(c3cccc(O)c3C(O)=C1C2=O)O	
29767-20-2	Teniposide (Vumon)						Yes				Teniposide (Vumon)is a chemotherapeutic medication mainly used in the treatment of childhood acute lymphocytic leukemia (ALL).										Others	Cancer		egZpKH@FNCGOHk`XTQUSP@cIEEidihmBeEEEDddeeDUhdeaQIhxEtml|]\cSsKSMUUUUPTQQSAAEUUEBaDDbbtedBbRJWTVP@ !BLXA@ZS@RUpHBBA^}_`AW@e\BE{u~@Cy_UpIW@a^}_`AW@gx@UpIH_Gx@E{u~@FCEUpIH_E\BxBilzA^}_`COY^i`K~iW@da|xya~@Gx@UpIH_Da|_`A~@@c]	Vumon, VM-26, Vehem, NSC 122819							COc1cc([C@@H]([C@H]([C@H](CO2)[C@@H]3O[C@@H]([C@@H]([C@H]4O)O)O[C@H]5[C@H]4O[C@H](c4cccs4)OC5)C2=O)c2c3cc3OCOc3c2)cc(OC)c1O	
2627-69-2	Acadesine						Yes				Acadesine is an AMP-activated protein kinase activator which is used for the treatment of acute lymphoblastic leukemia and may have applications in treating other disorders such as diabetes.										AMPK	Cardiovascular Disease		fdyIP@DDxHBkAbdwK_KNlxYsTmUUUTRRtcQt@@ !B`G[btBq{QP|@waaCJ`|lFFAEFBpjCqaCPwl@wf@jKGnDLp	AICAR, AICA-riboside							NC(c1c(N)n([C@@H]([C@@H]2O)O[C@H](CO)[C@H]2O)cn1)=O	
103177-37-3	Pranlukast						Yes				Pranlukast is a selective cysteinyl leukotriene receptor antagonist.										Others	free base		ebQZB@@MKG@h`NDilbbbTRttVRebRrRRTRSGDa`TWPrNKPLEDsL@EUP@Q@@@@ !Bb@J~@Hb}bOrWH`BbKv~@Kx@bKvH@i\BtIHNg{x@UIo@zX`BepJ~@I^}epJW@i^}epJWoY\Be{vW@i^}oe~W@i^}e{vW@`	N/A							O=C(c(cc1)ccc1OCCCCc1ccccc1)Nc1cccc2c1OC(c1n[nH]nn1)=CC2=O	
54029-12-8	Albendazole Oxide (Ricobendazole)						Yes				Albendazole Oxide is a tubulin polymerization or assembly inhibitor.										Others	Infection		fleqb@EV]@LPAFRSQIIPiYSBtZsPPTUSPpAP@ !Bw`BgWXa]is^[xc|i}vgwXa]Crk^[tM{CtUowevgJ]owmvg	N/A							CCCS(c(cc1)cc2c1nc(NC(OC)=O)[nH]2)=O	
13010-47-4	Lomustine (CeeNU)						Yes				Lomustine (CeeNU) is an alkylating agent of value against both hematologic malignancies and solid tumors.										Others	Cancer		doD`LHVxHcHdheBhdk^jejjh@@ !Bb@JHoX`Bo`BHoY_|oe~HHb}bOr~Wxb}bKv~Wp	CCNU							O=C(NC1CCCCC1)N(CCCl)N=O	
458-37-7	Curcumin						Yes				Curcumin is the principal curcuminoid of the popular Indian spice turmeric, which is a member of the ginger family (Zingiberaceae).										Others			fmg@p@@\|Wj|bbRTTrRTtRRLrlEhvffAB`JBJ@BLRh !Boe~WoXb}erHI\}o`BHO[y_erHI^}e{vHo[y_erHKy_e{vWoXb}bKvHKy_bKvHoP	Diferuloylmethane, Natural Yellow 3, C.I. 75300							COc(cc(/C=C/C(CC(/C=C/c(cc1)cc(OC)c1O)=O)=O)cc1)c1O	
486-66-8	Daidzein						Yes				Daidzein belongs to the group of isoflavones.										Others	Cardiovascular Disease		flu@P@@JbeIfYeUVJMypVi@H@Bh@@@ !Be{v~Wy\BbKvWoY\}o`BH@ky_epJW@i_|bKvHo[x@oe~W@h`}	N/A							Oc(cc1)ccc1C1=COc(cc(cc2)O)c2C1=O	
129938-20-1	Dapoxetine hydrochloride (Priligy)						Yes				Dapoxetine hydrochloride is a short-acting novel selective serotonin reuptake inhibitor.										5-HT Receptor	Neurological Disease		fasaB@GPADXEEDhdhmMhiTiZlEoZB@`JJ@@BBd@ !B^PH~Gx`BysvHOXc]OagCx_bOrHw^_]ysvHwSx@yp~Gx`ByrHCx@O`BH@	Priligy, LY-210448 hydrochloride							CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1.Cl	
548-62-9	Crystal violet						Yes				Crystal violet is a triarylmethane dye.										Others	Infection		fkopBBH]FBHAtIpJQPiYQQQII[IQPTduJujef`@@Bjj@@@ !B~dzHCx_yrHwSx@bOrHCx@bOp~@Hc]bOsgHc|Oa|~@Cx@bMvHw^_|Oa|~@Hc]yrHCx_bOp	Gentian violet, Hexamethyl pararosaniline chloride							CN(C)c(cc1)ccc1C(c(cc1)ccc1N(C)C)=C(C=C1)C=CC1=[N+](C)C.[Cl-]	
26750-81-2	Alibendol						Yes				Alibendol is an antispasmodic,chleretic, and cholekinetic.										Others	Neurological Disease		fdi`P@D@EhrSKKKs~jsTEAQT`@@ !BO`Cg@h`By}vHwSx@yp~Gxc|bOsgwXc]O`@~@H`BysgwP	N/A							COc1cc(CC=C)cc(C(NCCO)=O)c1O	
298-81-7	Methoxsalen (Oxsoralen)						Yes				Methoxsalen (Oxsoralen) a naturally occurring furocoumarin compound found in several species of plants, including Psoralea corylifolia, is a drug used to treat psoriasis, eczema, vitiligo and some cutaneous Lymphomas in conjunction with exposing the skin to sunlight.										Others	Inflammation		f`i@P@@HD[HhdihdhUSbkN|uHPTUB@@ !BepJ~@I^}erWKx@e{vHI_|erHo^g@e{v_CimT	Xanthotoxin, Metoxaleno,  Dltasoralen, Meladinine, Uvadex							COc(c(occ1)c1cc1C=C2)c1OC2=O	
77191-36-7	Nefiracetam (Translon)						Yes				Nefiracetam (Translon) is cognitive enhancer with an IC50 of approximately 150?C200 ??M for Ro 5-4864.										GABA Receptor	Neurological Disease		fdyP`@DR@IIf_mfYHstVjihBH`@@ !BqnPcPn[TY~HOrWbKv~Wxa|bKvH_Ky_bKv~@Hb}e{v~Wp	DM 9384, Translon, DZL-221							Cc1cccc(C)c1NC(CN(CCC1)C1=O)=O	
155-41-9	Methscopolamine (Pamine)						Yes				Methscopolamine (Pamine) is a muscarinic acetylcholine receptor blocker.										AChR	Neurological Disease		fak`RBHpp[hLPGQeAYYfUWey]DITysujj`jBhjbfDeEZNRUf@@ !B}mdmncy|KSdBubvzOktBlYjjOgpmNRtyPfXbIbvzK[h~@DHiHfdmNPhJUPjZd`	N/A							C[N+]1(C)[C@@H](C2)[C@@H]3O[C@@H]3[C@H]1C[C@H]2OC([C@H](CO)c1ccccc1)=O.[Br-]	
