Structure [idcode]	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	pValue	Ring Systems [idcode]	Ring Systems 3 [idcode]	Murcko Frequency	Row-ID	Neighbor Similarity SkelSpheres 88%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	SALI pValue/SkelSpheres	Smiles	
ek`RH@@CDlb`LdTRRTrfRbTLrtVxTBrFfvNhHJDHJJj@@@BAR@ !BROw~@@FROpwDc}ROvw_PEB@K~_{\}RGvw_PF@W~H@oyb@NW@tc}mwvw@oy`Bw_[]}mpH	=	22	nM	IC50	0.36	19.81	15.23	<NL>		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 22 (1), 305-307 (2012)<NL>J. Med. Chem. 55 (1), 169-196 (2012)	22119465<NL>22148278		7.6575773191777925	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	287	0.90983; 0.92486	2	328; 309	-0.73217654	-0.33333728	20.938; 5.4001	Cc1cnc(Nc2cc(CN(C)C/C=C/CCO3)ccc2)nc1-c1cccc3c1	
fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ` !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_S\Bk}~`C]}uwtw@`	=	110	nM	IC50	0.35	19.41	11.78			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.958607314841775	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	308	0.90934; 0.9036; 0.8973; 0.92757	4	312; 311; 310; 309	-0.664526	-0.44124603	5.5445; 6.73; 2.3111; 4.048	C(COc1cc(-c2nc(N3)ncc2)ccc1)/C=C/CNCc1cccc3c1	
fcI@@CQSdBTrjvvjw[s|TEOQkwPPTHPQUP@@@`j@ !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_S]}MpK~owz@MwwW_S\B	=	56	nM	IC50	0.35	19.47	14.42			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.251811972993798	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	309	0.91903; 0.93686; 0.93091; 0.93686; 0.89932; 0.93091; 0.92206; 0.90289; 0.93975; 0.92821; 0.93111; 0.92486; 0.92757	13	330; 328; 326; 329; 317; 315; 314; 313; 312; 311; 310; 287; 308	-0.6780134	-0.36890677	9.1789; 23.476; 6.7946; 4.2932; 3.4787; 2.0018; 0.91556; 4.0977; 13.209; 13.121; 7.7022; 5.4001; 4.048	CN(C/C=C/CCOc1cc(-c2nc(N3)ncc2)ccc1)Cc1cccc3c1	
eodRH@@CHdl`DieUmmUnuY[xTBRzfv^hHJDHHjj@h@@HEH !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_S]}MpK~os\B_h@w_]]}Mww~`C\B	=	190	nM	IC50	0.30	16.21	13.37			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.72124639904717	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	310	0.91007; 0.94232; 0.93686; 0.8973; 0.93111	5	313; 312; 311; 308; 309	-0.61857736	-0.4021872	1.4747; 4.5999; 6.5165; 2.3111; 7.7022	CC(C)CN(C/C=C/CCOc1cc(-c2nc(N3)ncc2)ccc1)Cc1cccc3c1	
eodRD@@CHdl`CdieUmmUnuY_xTBRzfvnhHJDHHjj@b@@HEH !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_S]}MpK~os\B_h@w_]]}mwtw@oz	=	490	nM	IC50	0.28	15.15	10.60			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.309803919971485	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	311	0.97699; 0.9036; 0.92821; 0.93686	4	312; 308; 309; 310	-0.71298367	-0.47053698	6.3498; 6.73; 13.121; 6.5165	COCCN(C/C=C/CCOc1cc(-c2nc(N3)ncc2)ccc1)Cc1cccc3c1	
eghRD@@CHdl`CdieUmmUnuY_aPIKj[Zz``hP`bjhB@@BAR@ !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_S]}MpK~os\B_h@w_]]}mwtw@`	=	350	nM	IC50	0.29	16.04	9.16			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.455931955649724	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	312	0.90114; 0.90934; 0.93975; 0.94232; 0.97699	5	313; 308; 309; 310; 311	-0.65906346	-0.51099724	4.0254; 5.5445; 13.209; 4.5999; 6.3498	OCCN(C/C=C/CCOc1cc(-c2nc(N3)ncc2)ccc1)Cc1cccc3c1	
edZZD@@DFDna`FlbbbRRbTRQfVTRRbaPVVwqspLKUUPMAQTD@P@@AAi@ !BhAH@c\BRGw~`C]}k}H@c\BBOwW__z@Mww~`@Fk}H@da}MwuH_T`Bk~`Hc}RGuH@h`Bg}H@oz@bGvH_X`B	=	140	nM	IC50	0.28	14.98	8.63			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.853871964321761	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	313	0.90289; 0.91007; 0.90114	3	309; 310; 312	-0.60840946	-0.4831361	4.0977; 1.4747; 4.0254	CC(C)NCC(N(C/C=C/CCOc1cc(-c2ccnc(N3)n2)ccc1)Cc1cc3ccc1)=O	
eghRD@@CHdl`CdieUmmUnwg_aPIKhY[Z``hP`bj`B`@BAR@ !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_S]}MpK~owz@MwwW_S\BMpHw_P	=	66	nM	IC50	0.33	17.84	12.07			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.180456064458132	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	314	0.90776; 0.90109; 0.91281; 0.92089; 0.9132; 0.90055; 0.9499; 0.94215; 0.93111; 0.92206	10	330; 326; 321; 320; 319; 318; 317; 316; 315; 309	-0.7987268	-0.24938174	7.2832; 5.4677; 3.1596; 4.3284; 1.7158; 8.285; 8.4148; 6.6479; 0.97186; 0.91556	CN(C/C=C/CCOc1cc(-c2nc(Nc(cc3)c4)ncc2)ccc1)Cc4c3OC	
ek`RHH@AIGOI`HaIfUvWeUmm]caJjY[Xz@`jjABbB@B@HOH !BRGwH@ozBOw~`Da}@[|w@da}h@w_T`BR@K~`Hc}hAH@d`BR@K~`Ha}RGvw@d`Bk~@Ox@R@H	=	77	nM	IC50	0.34	17.48	14.15			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.113509274827517	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	315	0.92206; 0.89995; 0.89995; 0.89699; 0.93091; 0.93111	6	326; 318; 317; 316; 309; 314	-0.7774233	-0.4438635	7.7978; 7.5655; 4.8828; 3.0834; 2.0018; 0.97186	CN(C/C=C/CCOc1cccc(-c2ccnc(Nc(cc3)c4)n2)c1)Cc4c3Cl	
ehRRDL@CKDlbK`IABPpdLbdJbbRrbVbRRfTrVTtZfn^~AjhBBjhDJHH@H@`r` !BRGw~os]}R@IH_\`Bk|H_z@RGtAos\BRGw~`C]}R@IH@oz@bOw~`D`BR@IH@oz@bGuH_[\BR@K~ox@hAH@`	=	160	nM	IC50	0.28	14.89	11.42			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.795880017344074	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	316	0.89811; 0.91857; 0.94215; 0.89699	4	320; 317; 314; 315	-0.8757094	-0.3282433	7.135; 9.9007; 6.6479; 3.0834	CN(C/C=C/CCOc1cccc(-c2ccnc(Nc(cc3)c4)n2)c1)Cc4c3OC(F)(F)F	
ehRRL@@CHdl`CodieUmmUnwg]WaPIKhY[Z``hP`bj`Bj`@BAR@ !BRGw~`OyR@Hw_Ha}RGtw_zR@K~os]}bGtw__zk~oxc}MwuH_S]}MpK~owz@MwwW_S\BMpHw__zMww~op	=	25	nM	IC50	0.31	17.02	11.06			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.602059991327962	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	317	0.92917; 0.93166; 0.93195; 0.89932; 0.9499; 0.89995; 0.91857	7	321; 320; 319; 309; 314; 315; 316	-0.8002139	-0.3167207	2.0631; 1.1587; 8.3846; 3.4787; 8.4148; 4.8828; 9.9007	CN(C/C=C/CCOc1cc(-c2nc(Nc(cc3)c4)ncc2)ccc1)Cc4c3OCCOC	
ehRRLH@CKDlhDK`@cIICDhllhehddieLeeMFikgo`UhH`jjABbB@B@HLh !BHb_^da}mwwH@ozMpHH_z@RGtAos\BRGw~`C]}R@IH@oz@bOw~`D`BR@IH@oz@bGuH_[\BR@K~ox@`AH@`	=	440	nM	IC50	0.26	13.68	6.85			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.356547323513812	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	318	0.90118; 0.90055; 0.89995	3	319; 314; 315	-0.8321442	-0.37842545	6.8306; 8.285; 7.5655	CCS(c(cc1)c(CN(C)C/C=C/CCOc2cccc-3c2)cc1Nc1nc3ccn1)(=O)=O	
eb^RBH@O@jfhDN@P@cIIBeeEDeeDmDdeLidmXyL\CBcbmUPDEUPHTPP@PA@u@ !BFzR_~T`Bk~`Da}R@IH_\`Bk|H_z@RGtAos\BRGw~`C]}R@IH@oz@bOw~`D`BR@IHOz@bGuH@{\BR@K~ox@`AH@`	=	93	nM	IC50	0.27	13.82	6.89			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.031517051446063	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	319	0.90223; 0.90989; 0.91488; 0.9132; 0.93195; 0.90118	6	327; 321; 320; 314; 317; 318	-0.8515349	-0.27901226	1.8169; 4.7102; 5.7723; 1.7158; 8.3846; 6.8306	CCS(CCOc(cc1)c(CN(C)C/C=C/CCOc2cccc-3c2)cc1Nc1nc3ccn1)(=O)=O	
eb^ZD@@CHdlo`CdieUmmUnwg]VWaPIKhY[Z``hP`bj`Bjj`@BAR@ !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_S]}MpK~owz@MwwW_S\BMpHw__zMww~os\BRGtw_P	=	30	nM	IC50	0.29	15.43	11.99			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.522878745280337	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	320	0.9011; 0.94787; 0.92089; 0.89811; 0.93166; 0.91488	6	323; 321; 314; 316; 317; 319	-0.89755046	-0.2597232	0.14888; 1.2843; 4.3284; 7.135; 1.1587; 5.7723	CCN(CC)CCOc(cc1)c(CN(C)C/C=C/CCOc2cc-3ccc2)cc1Nc1nccc3n1	
elVZDL@FC@hdjHPIABPpdLbdLrbRbVTTRVfTrRTtlZf~QAajf`BJ`hJDHJ@HBBZ@ !Bh@w@m]}R@IH__z@R@IH__z@R@KH@da}_hC~`D`BMpK~`Hc}h@w_T`BR@IH@oz@bGw~`K\BR@IH@ox@`AH_S\BR@H	=	23	nM	IC50	0.30	15.80	9.62			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.638272163982406	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	325	0.89385; 0.89828	2	327; 326	-0.8283601	-0.4429653	7.3894; 0.81574	CN(C/C=C/CCOc1cccc(-c2ccnc(N3)n2)c1)Cc1cc(NC(C(F)(F)F)=O)cc3c1	
ek`ZH@@CHdlc`LdTRRTrfRRffVbQxTBRzfVvhHJDHHjh@`@BAR@ !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_S]}MpK~os]}_hCW_S\BMwt	=	19	nM	IC50	0.36	19.93	10.12			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.721246399047171	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	326	0.90983; 0.89828; 0.93091; 0.90109; 0.92206; 0.89828; 0.90045	7	328; 327; 309; 314; 315; 325; 329	-0.7771939	-0.3779608	21.644; 8.5274; 6.7946; 5.4677; 7.7978; 0.81574; 1.9927	CN(C/C=C/CCOc1cc(-c2nc(N3)ncc2)ccc1)Cc1cc3cc(N)c1	
elVZLH@JC@hdhDHP@cIIBehdheeEDeieLdeMKFiodPXUjh@bhJBaBB`B@`f` !BoS\BMtbBMpIH_S]}R@IH__z@R@KH@da}_hC~`D`BMpK~`Hc}hBw_T`BR@IH@oz@bGw~`K\BR@IH@ox@`AH_S\BR@H	=	140	nM	IC50	0.27	13.88	6.54			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.853871964321761	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	327	0.90223; 0.89385; 0.89828	3	319; 325; 326	-0.8683226	-0.3875841	1.8169; 7.3894; 8.5274	CCS(CNc1cc(Nc2nc(-c3cc(OCC/C=C/CN(C)C4)ccc3)ccn2)cc4c1)(=O)=O	
ek`RH@@CHdl`DieUmmUeoy~E@daimcjBBaBBJj`@@@`T` !BRGw~`OyR@Hw@ha}RGtw__zR@K~os]}bGtw__zk~oxc}MwuH_Ta}Mwtw@oz_h@w_]]}MpH	=	1700	nM	IC50	0.27	14.93	11.47			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		5.769551078621725	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	328	0.90983; 0.93686; 0.90983; 0.92805	4	287; 309; 326; 329	-0.7442339	-0.26740474	20.938; 23.476; 21.644; 24.37	Cc1cc(-c2cccc(OCC/C=C/CN(C)Cc3cccc(N4)c3)c2)nc4n1	
ek`RHH@E@hnf@IAIeY^UV}YUfcapHYZXz@HhHHf``hB@HHh !BMwtw@oyMwtw_S\Bg~oz@MwvH_S\Bk~os]}bOtw__zMpHw_Wz@Mww~ow_|MpIH_S]}uwt	=	30	nM	IC50	0.35	19.27	14.96			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		7.522878745280337	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	329	0.90109; 0.93686; 0.90045; 0.92805	4	330; 309; 326; 328	-0.72383106	-0.40659678	10.255; 4.2932; 1.9927; 24.37	CN(C/C=C/CCOc1cc(-c2nc(N3)ncc2)cc(F)c1)Cc1cccc3c1	
eghRD@@GLbj`FLdTRbRRQbRRffVbpfbQTrquuAPTRDDUT@@@DAd@ !BRGw~`D`Bg|w@oz@RGvH_S]}R@K~ozk|w_Xa}Mww~ozk~HS]}RGtw_S\Bk}~`C]}uwtw@`	=	310	nM	IC50	0.30	16.17	10.94			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (1), 169-196 (2012)	22148278		6.508638306165727	fmoI@@CQSdBTrjvvjwkOqPTm{M]AAPaAET@@@HJ`	fmo@@@DjYU[oyU[_fiVKvZzjjjjjjjjj`@@	20.0	330	0.91903; 0.90776; 0.90109	3	309; 314; 329	-0.68623817	-0.29840577	9.1789; 7.2832; 10.255	CN(C/C=C/CCOc(cc(cc1)-c2nc(N3)ncc2)c1OC)Cc1cccc3c1	
ehRRLB@BEAiiEc`IAzP~d@YCHhhdmEmDeeEDhhtiFA@hnmaehHHZ`@``ZJj@`@@ !Bm{tAO}_|ROtw_[]}b@Hw@gz@ROvw_PFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}k|w_S]}@c_}R@	=	58	nM	IC50	0.30	15.72	7.07			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.236572006437062	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	118	0.94215	1	124	-0.12203862	0.3253046	3.5804	Cc(cc1)cc(NC(Nc(cc2)ccc2-c(cc2)c3c(N)noc3c2OC(F)(F)F)=O)c1F	
ek`RDD@BEAiiE`I@zPrJJIKQ[QIYQQJJM`PJKkXYZBBFh@HHFb@`@@ !Bm{tAO}_|ROtw_[]}b@Hw@gz@ROtw_PFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}k|	=	173	nM	IC50	0.32	17.15	7.26			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		6.761953896871204	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	119	0.9339; 0.93111; 0.97649	3	144; 124; 120	0.15436798	0.5103317	13.549; 9.8968; 19.26	Cc(cc1)cc(NC(Nc(cc2)ccc2-c(cc2)c3c(N)noc3c2F)=O)c1F	
ek`RDH@BEAiiE`ICHhhdmEmDeeEDhhvA@hnmaehHHZ`@``ZHB@@@ !Bm{tAO}_|ROtw_[]}b@Hw@gz@ROvw_PFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}k|	=	61	nM	IC50	0.34	18.48	7.74			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.214670164989232	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	120	0.93091; 0.934; 0.97649	3	144; 124; 119	0.033240627	0.47816926	6.4107; 3.4701; 19.26	Cc(cc1)cc(NC(Nc(cc2)ccc2-c2c3c(N)noc3c(C)cc2)=O)c1F	
ek`RLH@FENaiIm`LSHhdimLhdlhheEFjNO@fenih@bZ@BBAhhB@@@ !Bb@IH__z@R@JH@dc}_dBH@gz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg~lYqk`xFTw__zMwt	=	16	nM	IC50	0.37	17.20	7.61			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.795880017344074	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	121	0.91635; 1; 0.92232; 0.91333; 0.92805; 0.91704; 0.97878	7	508; 498; 459; 124; 98; 123; 122	-0.21276298	0.4109822	4.7324; 0; 5.0961; 4.0636; 3.5899; 0.8996; 12.865	COc(ccc(-c(cc1)ccc1NC(Nc1cccc(Br)c1)=O)c12)c2onc1N	
ek`RLH@FENaiIm`HcHhdimLhdlhheEFjNO@fenih@bZ@BBAhhB@@@ !BR@IH__z@R@JH@dc}_dBH@gz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg~lYqk`xFTw__zMwt	=	30	nM	IC50	0.35	18.40	7.35			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.522878745280337	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	122	0.91635; 0.97878; 0.92527; 0.9103; 0.92805; 0.91704; 0.97878	7	508; 498; 459; 124; 98; 123; 121	-0.22974625	0.47950697	1.4688; 10.504; 1.6443; 0.88273; 0.20464; 2.391; 12.865	COc(ccc(-c(cc1)ccc1NC(Nc1cccc(Cl)c1)=O)c12)c2onc1N	
e`\RLL@IKEmcCg`IABPpdLbdLRTvfTRVTTRbcPbbVTurquT@QM@AA@tTA@@@ !BR@I}RHJwb@IH__z@R@JH@dc}_dBH@gz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg|lYqk`xFTw__zMwt	=	19	nM	IC50	0.33	17.45	7.54			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.721246399047171	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	123	0.90581; 0.91704; 0.89402; 0.89324; 0.92863; 0.91704; 0.91704	7	508; 498; 459; 350; 143; 121; 122	-0.1604618	0.46189672	3.4107; 5.0777; 3.0311; 11.038; 7.3899; 0.8996; 2.391	COc(ccc(-c(cc1)ccc1NC(Nc1cccc(C(F)(F)F)c1)=O)c12)c2onc1N	
eghRLH@BEAiiEc`ICHhhdmEmDeeEDhhtpHEEulLmAACT@DDCQPD@@@ !Bm{tAO}_|ROtw_[]}b@Hw@gz@ROtw_PFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}k|w_P	=	36	nM	IC50	0.34	18.32	7.27			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.443697499232712	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	124	0.93405; 0.91333; 0.91964; 0.92206; 0.94215; 0.93111; 0.934; 0.91333; 0.9103	9	508; 498; 459; 144; 118; 119; 120; 121; 122	-0.08918525	0.44194686	0.66245; 1.6582; 0.54369; 2.7443; 3.5804; 9.8968; 3.4701; 4.0636; 0.88273	Cc(cc1)cc(NC(Nc(cc2)ccc2-c(cc2)c3c(N)noc3c2OC)=O)c1F	
fcHb@AZGMRpQBSLomlklrsLxFO]cW@PTt@DDCPA@@@ !B@[~w_\c}k|w@DRGuHX`B_hAHPFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}	=	37	nM	IC50	0.36	18.92	7.98			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.431798275933005	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	125	0.92757; 0.97533; 0.93091	3	134; 127; 126	0.31329322	0.84875387	10.907; 9.1523; 9.6269	Cc(ccc(NC(Nc(cc1)ccc1-c1c2c(N)noc2ccc1)=O)c1)c1Cl	
ek`RLH@ICIebMM`HcHhhddULhdlhheEFAHdacimhHHih@HHF`B@@@ !B@[~w_\c}Ms~opDm{uH_Tc}b@I~`Dc}@[~w_Tc}k|Aota}@[}H_S]}XAk~_ykF\ZxNAeMwt	=	8	nM	IC50	0.38	19.80	7.91			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		8.096910013008056	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	126	0.92152; 0.9279; 0.93091	3	134; 127; 125	0.27820602	0.8954803	1.592; 6.0932; 9.6269	COc(ccc(NC(Nc(cc1)ccc1-c1c2c(N)noc2ccc1)=O)c1)c1Cl	
fcHa@AZGMRpQAIAIf]vvUvYYf\CGnqk``JZ@BBAh@`@@ !B@W~w_\c}Ms~opDRGuHT`B_hAHPFMwuH_z@[}H_PFRGtw_^@Zg~_zqgFnC`YS]}	=	22	nM	IC50	0.37	19.30	8.22			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.6575773191777925	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	127	0.92757; 0.92124; 0.97533; 0.9279	4	134; 132; 125; 126	0.21478009	0.8981499	7.7903; 9.4001; 9.1523; 6.0932	Nc1noc2cccc(-c(cc3)ccc3NC(Nc(cc3)cc(Cl)c3F)=O)c12	
